entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,role,domain,mb_transferred
USR_035,service_account,2026-07-12 08:13:32,192.168.90.34.239,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_Lighting_02,token,1489,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Forge_Sync_Service,OT,133.1
USR_012,user,2026-07-18 09:38:07,10.200.181.220,"Houston_Hub (29.7604, -95.3698)",Workday,password,1348,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,HR_Specialist,IT,48.01
USR_016,user,2026-07-18 09:39:59,10.100.223.214,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_HVAC_01,certificate,3419,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,SCADA_Specialist,OT,11.92
DEV_045,edge_device,2026-07-18 09:50:02,192.168.90.21.216,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_Lighting_02,certificate,3134,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,17.85
USR_018,edge_device,2026-07-18 09:53:01,192.168.50.252.97,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_Lighting_02,certificate,2626,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_HVAC_Gateway_01,OT,127.94
USR_035,service_account,2026-07-18 10:00:44,192.168.90.243.194,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,token,2014,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Forge_Sync_Service,OT,11.28
DEV_048,user,2026-07-18 10:03:53,192.168.50.77.145,"Phoenix_Plant (33.4484, -112.0740)",AWS_Console,password,3029,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,87.72
USR_034,user,2026-07-18 10:06:06,10.300.60.137,"London_Office (51.5074, -0.1278)",Industrial_PLC_Substation_01,certificate,1638,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,SCADA_Specialist,OT,37.04
DEV_049,user,2026-07-18 10:08:30,10.300.51.125,"London_Office (51.5074, -0.1278)",AWS_Console,biometric,1679,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,37.45
USR_031,user,2026-07-18 10:09:40,10.100.229.222,"Atlanta_HQ (33.7490, -84.3880)",GitHub_Enterprise,biometric,2259,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,Finance_Manager,IT,74.75
USR_016,user,2026-07-18 10:10:31,10.100.176.159,"Atlanta_HQ (33.7490, -84.3880)",Honeywell_Forge_Gateway,certificate,1446,login -> authenticate -> select_dashboard -> view_logs -> logout,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,SCADA_Specialist,OT,18.37
USR_003,user,2026-07-18 10:16:10,192.168.50.73.52,"Phoenix_Plant (33.4484, -112.0740)",Corporate_VPN,password,3292,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,47.98
USR_040,user,2026-07-18 10:18:29,192.168.90.245.38,"Singapore_Facility (1.3521, 103.8198)",Jira_Cloud,biometric,746,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Finance_Manager,IT,69.05
DEV_045,edge_device,2026-07-18 10:34:11,192.168.90.153.117,"Singapore_Facility (1.3521, 103.8198)",Access_Control_Gateway_03,certificate,2644,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,70.9
USR_014,user,2026-07-18 10:36:43,10.300.205.235,"London_Office (51.5074, -0.1278)",BMS_Controller_Lighting_02,certificate,3319,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_Operator,OT,19.27
USR_037,user,2026-07-18 10:40:11,10.200.192.143,"Houston_Hub (29.7604, -95.3698)",AWS_Console,password,1760,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,IT_Analyst,IT,117.28
USR_008,service_account,2026-07-18 10:43:21,192.168.50.102.186,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_Lighting_02,token,2390,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Forge_Sync_Service,OT,144.42
DEV_047,user,2026-07-18 11:02:18,10.200.5.133,"Houston_Hub (29.7604, -95.3698)",AWS_Console,token,613,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,10.92
USR_027,edge_device,2026-07-18 11:02:21,10.200.144.207,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_Lighting_02,certificate,2671,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_HVAC_Gateway_01,OT,11.58
USR_001,user,2026-07-18 11:02:37,10.100.122.177,"Atlanta_HQ (33.7490, -84.3880)",Jira_Cloud,password,2502,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,62.0
USR_021,user,2026-07-18 11:04:35,10.100.243.185,"Atlanta_HQ (33.7490, -84.3880)",AWS_Console,password,544,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HR_Specialist,IT,54.46
USR_001,user,2026-07-18 11:07:01,10.100.161.204,"Atlanta_HQ (33.7490, -84.3880)",GitHub_Enterprise,password,543,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,121.94
USR_040,user,2026-07-18 11:10:24,192.168.90.98.12,"Singapore_Facility (1.3521, 103.8198)",AWS_Console,biometric,3206,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Finance_Manager,IT,137.72
USR_021,user,2026-07-18 11:10:40,10.100.11.191,"Atlanta_HQ (33.7490, -84.3880)",Jira_Cloud,password,2311,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HR_Specialist,IT,27.1
USR_008,service_account,2026-07-18 11:11:49,192.168.50.241.229,"Phoenix_Plant (33.4484, -112.0740)",Access_Control_Gateway_03,token,2911,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Forge_Sync_Service,OT,28.94
USR_039,user,2026-07-18 11:14:14,10.300.7.92,"London_Office (51.5074, -0.1278)",Jira_Cloud,password,385,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,HR_Specialist,IT,28.77
USR_006,user,2026-07-18 11:14:27,10.100.202.101,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_Lighting_02,certificate,666,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HVAC_Engineer,OT,57.06
USR_026,service_account,2026-07-18 11:15:10,10.100.189.166,"Atlanta_HQ (33.7490, -84.3880)",Industrial_PLC_Substation_01,token,1656,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,Forge_Sync_Service,OT,40.88
USR_017,service_account,2026-07-18 11:20:44,10.200.233.183,"Houston_Hub (29.7604, -95.3698)",Industrial_PLC_Substation_01,token,3322,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Forge_Sync_Service,OT,110.57
USR_035,service_account,2026-07-18 11:22:20,192.168.90.120.71,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,token,3465,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Forge_Sync_Service,OT,138.03
USR_004,user,2026-07-18 11:23:14,10.300.184.19,"London_Office (51.5074, -0.1278)",AWS_Console,biometric,113,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,101.8
USR_021,user,2026-07-18 11:28:01,10.100.117.152,"Atlanta_HQ (33.7490, -84.3880)",Active_Directory,password,2978,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HR_Specialist,IT,133.56
USR_001,user,2026-07-18 11:29:31,10.100.140.207,"Atlanta_HQ (33.7490, -84.3880)",GitHub_Enterprise,password,83,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,133.58
DEV_045,edge_device,2026-07-18 11:34:50,192.168.90.33.125,"Singapore_Facility (1.3521, 103.8198)",Honeywell_Forge_Gateway,certificate,1013,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,147.43
DEV_047,user,2026-07-18 11:40:31,10.200.207.47,"Houston_Hub (29.7604, -95.3698)",GitHub_Enterprise,token,2556,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,109.2
USR_039,user,2026-07-18 11:41:19,10.300.188.207,"London_Office (51.5074, -0.1278)",Corporate_VPN,password,2420,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,HR_Specialist,IT,20.99
USR_032,user,2026-07-18 11:45:28,10.200.76.139,"Houston_Hub (29.7604, -95.3698)",Access_Control_Gateway_03,certificate,2915,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_Operator,OT,36.57
DEV_045,edge_device,2026-07-18 11:45:57,192.168.90.233.35,"Singapore_Facility (1.3521, 103.8198)",Access_Control_Gateway_03,certificate,1821,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,101.87
USR_008,service_account,2026-07-18 11:49:45,192.168.50.99.198,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_HVAC_01,token,1874,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Forge_Sync_Service,OT,113.27
USR_030,user,2026-07-18 11:51:40,192.168.90.93.143,"Singapore_Facility (1.3521, 103.8198)",Corporate_VPN,password,3105,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HR_Specialist,IT,125.08
USR_014,user,2026-07-18 11:54:20,10.300.198.211,"London_Office (51.5074, -0.1278)",Honeywell_Forge_Gateway,certificate,2885,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_Operator,OT,138.68
USR_019,user,2026-07-18 11:55:56,10.300.99.60,"London_Office (51.5074, -0.1278)",Jira_Cloud,password,1619,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,IT_Analyst,IT,146.73
USR_030,user,2026-07-18 11:56:15,192.168.90.104.199,"Singapore_Facility (1.3521, 103.8198)",GitHub_Enterprise,password,231,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HR_Specialist,IT,112.95
USR_032,user,2026-07-18 11:56:15,10.200.116.213,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_Lighting_02,certificate,1299,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_Operator,OT,83.51
DEV_047,user,2026-07-18 12:01:48,10.200.226.250,"Houston_Hub (29.7604, -95.3698)",Workday,token,1755,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,52.47
USR_015,user,2026-07-18 12:02:26,192.168.90.237.70,"Singapore_Facility (1.3521, 103.8198)",Honeywell_Forge_Gateway,certificate,1751,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HVAC_Engineer,OT,113.93
USR_034,user,2026-07-18 12:06:28,10.300.212.225,"London_Office (51.5074, -0.1278)",SCADA_HMI_Workstation_01,certificate,233,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,SCADA_Specialist,OT,82.62
USR_027,edge_device,2026-07-18 12:12:54,10.200.47.35,"Houston_Hub (29.7604, -95.3698)",Honeywell_Forge_Gateway,certificate,1246,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_HVAC_Gateway_01,OT,99.16
DEV_049,user,2026-07-18 12:13:04,10.300.238.245,"London_Office (51.5074, -0.1278)",Active_Directory,biometric,1859,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,78.59
DEV_049,user,2026-07-18 12:16:35,10.300.160.187,"London_Office (51.5074, -0.1278)",GitHub_Enterprise,biometric,638,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,62.72
DEV_045,edge_device,2026-07-18 12:18:16,192.168.90.79.77,"Singapore_Facility (1.3521, 103.8198)",Honeywell_Forge_Gateway,certificate,2135,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,55.35
DEV_050,user,2026-07-18 12:18:22,192.168.90.173.131,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_Lighting_02,certificate,2056,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,134.55
USR_010,user,2026-07-18 12:19:00,192.168.90.134.209,"Singapore_Facility (1.3521, 103.8198)",Corporate_VPN,password,3165,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,IT_Analyst,IT,58.14
DEV_050,user,2026-07-18 12:21:22,192.168.90.107.239,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,certificate,553,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,114.68
USR_013,user,2026-07-18 12:21:53,192.168.50.237.173,"Phoenix_Plant (33.4484, -112.0740)",Workday,biometric,2022,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Finance_Manager,IT,121.62
DEV_041,user,2026-07-18 12:27:20,10.100.43.204,"Atlanta_HQ (33.7490, -84.3880)",Honeywell_Forge_Gateway,certificate,1190,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_Operator,OT,26.75
USR_013,user,2026-07-18 12:29:47,192.168.50.134.171,"Phoenix_Plant (33.4484, -112.0740)",Corporate_VPN,biometric,913,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Finance_Manager,IT,64.48
USR_001,user,2026-07-18 12:31:13,10.100.108.80,"Atlanta_HQ (33.7490, -84.3880)",Workday,password,3278,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,149.71
USR_021,user,2026-07-18 12:32:44,10.100.40.13,"Atlanta_HQ (33.7490, -84.3880)",Active_Directory,password,2819,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HR_Specialist,IT,145.95
USR_005,user,2026-07-18 12:33:09,192.168.90.76.210,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,certificate,1138,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,61.4
DEV_045,edge_device,2026-07-18 12:33:57,192.168.90.119.213,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_HVAC_01,certificate,2706,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,22.66
USR_036,edge_device,2026-07-18 12:36:59,10.100.40.25,"Atlanta_HQ (33.7490, -84.3880)",Access_Control_Gateway_03,certificate,214,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_HVAC_Gateway_01,OT,59.79
USR_023,user,2026-07-18 12:39:52,192.168.50.160.38,"Phoenix_Plant (33.4484, -112.0740)",SCADA_HMI_Workstation_01,certificate,1864,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_Operator,OT,139.39
USR_028,user,2026-07-18 12:40:15,192.168.50.196.205,"Phoenix_Plant (33.4484, -112.0740)",AWS_Console,password,2571,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,IT_Analyst,IT,49.85
USR_029,user,2026-07-18 12:46:12,10.300.177.97,"London_Office (51.5074, -0.1278)",Corporate_VPN,token,1527,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Software_Engineer,IT,45.1
USR_030,user,2026-07-18 12:47:37,192.168.90.239.10,"Singapore_Facility (1.3521, 103.8198)",Workday,password,441,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HR_Specialist,IT,55.2
USR_011,user,2026-07-18 12:55:09,10.100.197.183,"Atlanta_HQ (33.7490, -84.3880)",Active_Directory,token,270,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,Software_Engineer,IT,53.13
USR_006,user,2026-07-18 13:07:45,10.100.163.93,"Atlanta_HQ (33.7490, -84.3880)",SCADA_HMI_Workstation_01,certificate,409,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HVAC_Engineer,OT,109.02
DEV_048,user,2026-07-18 13:10:01,192.168.50.176.91,"Phoenix_Plant (33.4484, -112.0740)",Workday,password,1515,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,43.07
USR_016,user,2026-07-18 13:15:04,10.100.199.111,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_Lighting_02,certificate,1384,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,SCADA_Specialist,OT,22.54
DEV_041,user,2026-07-18 13:19:12,10.100.228.14,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_Lighting_02,certificate,3597,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_Operator,OT,146.26
DEV_047,user,2026-07-18 13:20:25,10.200.241.191,"Houston_Hub (29.7604, -95.3698)",AWS_Console,token,2402,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,85.06
USR_008,service_account,2026-07-18 13:23:50,192.168.50.200.52,"Phoenix_Plant (33.4484, -112.0740)",Honeywell_Forge_Gateway,token,439,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Forge_Sync_Service,OT,80.84
USR_014,user,2026-07-18 13:37:42,10.300.117.105,"London_Office (51.5074, -0.1278)",SCADA_HMI_Workstation_01,certificate,1869,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_Operator,OT,94.17
USR_029,user,2026-07-18 13:40:08,10.300.135.215,"London_Office (51.5074, -0.1278)",Active_Directory,token,758,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Software_Engineer,IT,14.92
USR_019,user,2026-07-18 13:40:11,10.300.231.34,"London_Office (51.5074, -0.1278)",Corporate_VPN,password,890,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,IT_Analyst,IT,97.16
USR_013,user,2026-07-18 13:43:23,192.168.50.194.187,"Phoenix_Plant (33.4484, -112.0740)",Active_Directory,biometric,3552,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Finance_Manager,IT,25.73
USR_010,user,2026-07-18 13:49:12,192.168.90.34.48,"Singapore_Facility (1.3521, 103.8198)",Corporate_VPN,password,167,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,IT_Analyst,IT,96.37
USR_025,user,2026-07-18 13:49:35,192.168.90.66.93,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,certificate,1913,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,SCADA_Specialist,OT,144.38
USR_018,edge_device,2026-07-18 13:56:28,192.168.50.192.151,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_Lighting_02,certificate,2193,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_HVAC_Gateway_01,OT,67.96
USR_022,user,2026-07-18 13:58:05,10.200.28.107,"Houston_Hub (29.7604, -95.3698)",Corporate_VPN,biometric,790,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Finance_Manager,IT,104.09
DEV_042,user,2026-07-18 14:00:04,10.200.170.70,"Houston_Hub (29.7604, -95.3698)",SCADA_HMI_Workstation_01,certificate,2775,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,HVAC_Engineer,OT,131.0
DEV_043,user,2026-07-18 14:04:02,192.168.50.46.224,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_HVAC_01,certificate,188,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,SCADA_Specialist,OT,24.99
USR_012,user,2026-07-18 14:06:18,10.200.33.184,"Houston_Hub (29.7604, -95.3698)",Workday,password,1855,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,HR_Specialist,IT,42.59
